
================================================================================
----------       First: (10, 10)   MATRIX PAIR - 1   Second: (10,10)      ----------
================================================================================

Addition (10 x 10)
1496178.667574, 600109.418153, 762497.164539, 942660.443919, 850609.084965, 1259627.512350, 1364123.331993, 966210.272841, 1015981.518343, 1270261.160219
1295604.641482, 1498581.905958, 945456.097576, 1361180.297885, 1405733.045127, 1084650.243464, 1727709.138704, 1042548.365897, 704659.609992, 956337.457952
133063.759701, 861736.985551, 1352134.026890, 1552065.214358, 1018605.755191, 894039.501919, 840984.673695, 1411996.287517, 418976.581555, 891274.163563
1147353.475614, 1255361.920753, 1383236.003963, 999275.922776, 1340956.934013, 1498282.756776, 1258806.076287, 1043520.543140, 1367154.513639, 962101.983869
882796.320151, 1454807.456105, 615256.106737, 1090373.927349, 1371314.044882, 1648376.400062, 1623018.238797, 1789442.634232, 754530.417938, 734424.780105
861823.748250, 321746.460627, 984839.378330, 1670549.133251, 1236188.105308, 1355284.664758, 853442.874010, 1216831.008660, 1601483.442344, 289727.342197
718059.294752, 609739.573061, 887567.852912, 412572.345435, 1804143.613569, 454671.864076, 1209094.661786, 614524.643884, 1301136.078402, 671455.035323
877926.908524, 749999.155252, 1187366.176898, 1145489.687580, 1276873.278473, 1124831.386975, 1803783.514964, 897283.488335, 758685.460047, 1220259.190275
962674.454154, 1900688.884595, 1211505.528357, 434320.063074, 627627.972321, 1046238.786781, 752251.032845, 1084500.325718, 754902.222699, 535230.350614
582372.936696, 1535916.000089, 955757.601302, 1668900.744376, 1142116.843248, 1765643.377164, 545277.189903, 953056.768956, 873265.118409, 1198423.168222

Subtraction (10 x 10)
100973.686439, 70110.647002, -283973.605124, -582159.722789, -698404.212375, 310117.381504, 375332.547422, 873174.882569, 334431.885185, 401634.269564
698494.816487, 195937.602971, 343862.876331, -412417.719680, -447195.049053, -212754.898952, 266147.752849, 343885.416618, -348832.487068, 298664.235138
-11095.576676, -181278.369452, 292636.427599, 211349.012649, 203463.989129, -137504.893750, -53193.125678, -460237.234168, -108463.398073, -522819.245691
240614.152156, 479344.437368, 411841.327308, -365903.481401, 602605.480727, -347449.415498, 347436.188239, -799780.355723, 608920.230700, -554720.990528
723375.150338, 41343.995940, 32328.462459, -362528.176171, -514659.306271, -53512.837361, 176021.860299, -79835.243067, -335787.445006, -69177.433474
220489.142719, -140276.196095, 663823.924347, -234512.274473, 219798.428917, 299623.800986, -109506.523254, -725177.883570, 203503.156437, 169218.300905
449673.039219, -55038.311287, 101643.855888, -215484.754466, -139555.006599, 150252.017917, -102765.344651, 317097.250457, 47802.651964, -266947.634600
-118653.944844, 246450.900736, -94108.878225, 701507.038583, 632921.004450, -28852.165833, 33067.510043, -307773.135106, 63629.342850, -428844.337294
564826.755389, -47451.779064, -50939.394027, -91906.290484, -362151.792945, 313925.735157, -440526.743968, 676457.567997, 266691.666430, -403172.319308
-356029.733226, 330859.376648, -242768.332238, 267546.911888, -189597.563037, -121503.246898, -415019.918150, 258000.651759, -343266.347258, -151952.398558

Element-wise Multiply (10 x 10)
557088729987.283936, 88803952733.356644, 125190229380.646057, 137424692422.793442, 58941842890.327148, 372622169889.581970, 429989485933.411072, 42781978948.534241, 230093439946.593384, 363063332168.182861
297674094592.902527, 551839046151.541748, 193911388681.399078, 420680856961.283081, 444025495566.439148, 282800375904.598145, 728536060403.600464, 242162478868.019653, 93715265480.165451, 206345252032.736481
4395713080.974167, 177432196258.817841, 435657586978.640686, 591059506118.458496, 249040022408.946686, 195099758796.387390, 176106428192.408478, 445478801062.033325, 40944266792.452217, 130257417742.510635
314631206946.563721, 336540615610.202393, 435932140944.976990, 216166753034.900452, 358758033369.202637, 531032530730.897644, 365970208199.914917, 112321626638.700714, 374581904201.927490, 154481212507.983795
