10,10
798576.17700638,335110.03257794,239261.77970727,180250.36056474,76102.43629483,784872.44692701,869727.93970759,919692.57770504,675206.70176422,835947.71489128
997049.7289848,847259.75446426,644659.48695373,474381.2891026,479268.99803732,435947.67225613,996928.44577671,693216.89125734,177913.56146235,627500.84654494
60984.09151221,340229.3080496,822385.22724443,881707.1135036,611034.87216013,378267.3040841,393895.77400803,475879.52667478,155256.59174094,184227.45893605
693983.81388528,867353.17906021,897538.66563503,316686.22068786,971781.20737011,575416.67063907,803121.13226303,121870.09370845,988037.3721695,203690.49667042
803085.73524438,748075.72602222,323792.28459791,363922.87558871,428327.36930566,797431.78135002,899520.04954761,854803.69558274,209371.48646589,332623.67331569
541156.44548425,90735.13226627,824331.65133871,718018.42938885,727993.26711252,827454.23287192,371968.17537775,245826.56254512,902493.29939029,229472.82155056
583866.16698572,277350.63088694,494605.85440039,98543.79548419,832294.30348471,302461.94099653,553164.65856759,465810.94717027,674469.36518262,202253.70036152
379636.48183964,498225.027994,546628.64933677,923498.36308126,954897.14146163,547989.61057067,918425.51250391,294755.17661438,411157.40144843,395707.42649072
763750.60477151,926618.55276521,580283.06716469,171206.88629496,132738.08968776,680082.26096899,155862.14443882,880478.94685777,510796.94456462,66029.01565315
113171.60173485,933387.68836858,356494.63453161,968223.82813175,476259.64010533,822070.06513313,65128.63587676,605528.71035777,264999.38557555,523235.38483168

10,10
697602.4905672,264999.38557555,523235.38483168,762410.08335423,774506.64866995,474755.06542305,494395.39228552,46517.69513601,340774.81657897,434313.44532762
298554.91249769,651322.15149353,300796.61062262,886799.00878278,926464.04709003,648702.57120778,730780.69292726,349331.47463962,526746.04852985,328836.6114068
72079.66818845,521507.67750129,529748.79964515,670358.10085482,407570.88303085,515772.1978345,447088.89968649,936116.76084245,263719.98981384,707046.70462684
453369.66172899,388008.74169257,485697.33832753,682589.70208863,369175.72664334,922866.08613741,455684.94402418,921650.4494319,379117.14146949,758411.48719835
79710.5849062,706731.73008264,291463.8221391,726451.05175992,942986.67557669,850944.6187115,723498.18924895,934638.93864959,545158.93147173,401801.10678966
320667.30276526,231011.3283608,160507.72699125,952530.70386208,508194.83819592,527830.43188614,481474.69863193,971004.44611481,698990.14295334,60254.52064602
134193.12776658,332388.94217422,392961.99851199,314028.54995055,971849.31008388,152209.9230793,655930.00321827,148713.69671342,626666.71321902,469201.33496123
498290.42668414,251774.12725837,640737.52756151,221991.32449839,321976.13701165,576841.77640405,885358.00246053,602528.31172032,347528.05859834,824551.76378444
198923.84938281,974070.33182956,631222.46119194,263113.17677927,494889.88263289,366156.52581208,596388.88840657,204021.37886027,244105.27813447,469201.33496123
469201.33496123,602528.31172032,599262.96677009,700676.91624391,665857.20314252,943573.31203124,480148.55402641,347528.05859834,608265.7328337,675187.78338983

12,10
599042.213,741597.841,51328.238,184811.701,935824.203,597004.400,22432.464,967101.469,98172.831,232239.960
974755.505,169100.212,614436.103,831624.641,134760.230,744391.138,744335.161,904949.852,19004.808,824133.620
589884.857,766152.189,133215.837,728087.288,325325.553,396915.032,257578.053,604001.417,519881.926,317992.722
507181.339,211466.660,530325.085,710438.626,524002.099,830754.061,867238.221,896528.691,142328.356,625963.873
127952.666,713376.682,455389.025,186805.938,614.681,72581.467,744724.839,299251.451,570598.100,849322.723
108552.359,371006.024,917934.657,594927.281,577765.546,886711.520,904789.874,189632.667,750885.301,208601.066
205119.062,251767.739,138532.712,627250.221,408610.544,999052.431,70737.579,286260.554,309217.816,745855.177
224968.418,336186.283,404121.440,54991.377,707804.920,474274.699,167769.595,447048.399,786812.674,595737.049
630172.872,281163.493,472548.367,73783.861,172199.831,712541.979,507344.676,422644.614,319752.184,6787.768
123016.251,645373.945,303667.337,572739.865,221982.224,999371.947,768377.571,971655.037,721431.561,902564.697
560796.922,467188.999,699669.348,500715.521,60834.846,494029.856,429671.666,355629.811,165579.750,39434.067
318543.520,225638.340,673074.506,53026.153,857828.762,100944.946,225355.647,799967.714,252238.919,718985.620

12,10
518109.206,165579.750,39434.067,278870.149,92376.620,954693.674,171960.459,124469.753,573524.445,303091.143
225638.340,673074.506,53026.153,857828.762,100944.946,225355.647,799967.714,252238.919,718985.620,718985.620
601375.369,997691.273,607380.040,975516.463,653155.209,922622.866,918044.577,290635.035,868282.477,318543.520
597355.854,998639.726,377477.647,859178.187,824721.394,736752.195,5863.527,902531.871,164113.158,743201.169
873358.862,828723.195,441413.925,765749.516,249431.459,724635.315,504705.554,413302.125,954191.035,769017.419
979251.673,453543.275,95195.968,963782.088,504214.627,789262.493,409870.107,584773.654,196392.260,943405.055
746839.137,58945.684,722533.917,632691.009,367090.332,727692.186,456532.203,613279.296,843405.055,739179.055
398551.407,815652.406,482430.589,353978.965,791879.667,790179.667,973983.674,964273.735,965723.644,920462.530
361891.623,657715.260,584773.654,490976.008,365067.425,582193.663,596788.613,845590.146,209501.358,974084.561
960734.927,104675.623,844302.117,404945.709,739567.996,724971.654,407238.404,102389.282,767344.446,354587.193
432509.470,917955.243,577022.407,878632.246,112204.846,677692.033,167749.607,652765.004,405546.593,451632.786
579557.674,125209.618,943405.055,682428.204,746839.137,537279.965,774179.779,121978.623,905642.714,846301.770518109.206,165579.750,39434.067,278870.149,92376.620,954693.674,171960.459,124469.753,573524.445,303091.143
225638.340,673074.506,53026.153,857828.762,100944.946,225355.647,799967.714,252238.919,718985.620,718985.620
601375.369,997691.273,607380.040,975516.463,653155.209,922622.866,918044.577,290635.035,868282.477,318543.520
597355.854,998639.726,377477.647,859178.187,824721.394,736752.195,5863.527,902531.871,164113.158,743201.169
873358.862,828723.195,441413.925,765749.516,249431.459,724635.315,504705.554,413302.125,954191.035,769017.419
979251.673,453543.275,95195.968,963782.088,504214.627,789262.493,409870.107,584773.654,196392.260,943405.055
746839.137,58945.684,722533.917,632691.009,367090.332,727692.186,456532.203,613279.296,843405.055,739179.055
398551.407,815652.406,482430.589,353978.965,791879.667,790179.667,973983.674,964273.735,965723.644,920462.530
361891.623,657715.260,584773.654,490976.008,365067.425,582193.663,596788.613,845590.146,209501.358,974084.561
960734.927,104675.623,844302.117,404945.709,739567.996,724971.654,407238.404,102389.282,767344.446,354587.193
432509.470,917955.243,577022.407,878632.246,112204.846,677692.033,167749.607,652765.004,405546.593,451632.786
579557.674,125209.618,943405.055,682428.204,746839.137,537279.965,774179.779,121978.623,905642.714,846301.770
